building_upgrades_junction_tables
0
from	to
wh_main_emp_outpostnorsca_major_4_coast	wh_main_emp_outpostnorsca_major_5_coast
wh_main_emp_outpostnorsca_major_4	wh_main_emp_outpostnorsca_major_5
wh_main_emp_outpostnorsca_minor_1_coast	wh_main_emp_outpostnorsca_minor_2_coast
wh_main_emp_outpostnorsca_minor_1	wh_main_emp_outpostnorsca_minor_2
wh_main_emp_outpostnorsca_minor_2_coast	wh_main_emp_outpostnorsca_minor_3_coast
wh_main_emp_outpostnorsca_minor_2	wh_main_emp_outpostnorsca_minor_3
wh_main_emp_port_1	wh_main_emp_port_2
wh_main_emp_port_2	wh_main_emp_port_3
wh_main_emp_resource_dyes_1	wh_main_emp_resource_dyes_2
wh_main_emp_resource_dyes_2	wh_main_emp_resource_dyes_3
wh_main_emp_resource_furs_1	wh_main_emp_resource_furs_2
wh_main_emp_resource_furs_2	wh_main_emp_resource_furs_3
wh_main_emp_resource_gold_1	wh_main_emp_resource_gold_2
wh_main_emp_resource_gold_2	wh_main_emp_resource_gold_3
wh_main_emp_resource_iron_1	wh_main_emp_resource_iron_2
wh_main_emp_resource_iron_2	wh_main_emp_resource_iron_3
wh_main_emp_resource_marble_1	wh_main_emp_resource_marble_2
wh_main_emp_resource_marble_2	wh_main_emp_resource_marble_3
wh_main_emp_resource_pastures_1	wh_main_emp_resource_pastures_2
wh_main_emp_resource_pastures_2	wh_main_emp_resource_pastures_3
wh_main_emp_resource_pottery_1	wh_main_emp_resource_pottery_2
wh_main_emp_resource_pottery_2	wh_main_emp_resource_pottery_3
wh_main_emp_resource_salt_1	wh_main_emp_resource_salt_2
wh_main_emp_resource_salt_2	wh_main_emp_resource_salt_3
wh_main_emp_resource_timber_1	wh_main_emp_resource_timber_2
wh_main_emp_resource_timber_2	wh_main_emp_resource_timber_3
wh_main_emp_resource_wine_1	wh_main_emp_resource_wine_2
wh_main_emp_resource_wine_2	wh_main_emp_resource_wine_3
wh_main_emp_settlement_major_1_coast	wh_main_emp_settlement_major_2_coast
wh_main_emp_settlement_major_1	wh_main_emp_settlement_major_2
wh_main_emp_settlement_major_2_coast	wh_main_emp_settlement_major_3_coast
wh_main_emp_settlement_major_2	wh_main_emp_settlement_major_3
wh_main_emp_settlement_major_3_coast	wh_main_emp_settlement_major_4_coast
wh_main_emp_settlement_major_3	wh_main_emp_settlement_major_4
wh_main_emp_settlement_major_4_coast	wh_main_emp_settlement_major_5_coast
wh_main_emp_settlement_major_4	wh_main_emp_settlement_major_5
wh_main_emp_settlement_minor_1_coast	wh_main_emp_settlement_minor_2_coast
wh_main_emp_settlement_minor_1	wh_main_emp_settlement_minor_2
wh_main_emp_settlement_minor_2_coast	wh_main_emp_settlement_minor_3_coast
wh_main_emp_settlement_minor_2	wh_main_emp_settlement_minor_3
wh_main_emp_smiths_1	wh_main_emp_smiths_2
wh_main_emp_stables_1	wh_main_emp_stables_2
wh_main_emp_stables_2	wh_main_emp_stables_3
wh_main_emp_tavern_1	wh_main_emp_tavern_2
wh_main_emp_tavern_2	wh_main_emp_tavern_3
wh_main_emp_walls_1	wh_main_emp_walls_2
wh_main_emp_walls_2	wh_main_emp_walls_3
wh_main_emp_wizards_1	wh_main_emp_wizards_2
wh_main_emp_worship_1	wh_main_emp_worship_2
wh_main_emp_worship_2	wh_main_emp_worship_3
wh_main_grn_boars_1	wh_main_grn_boars_2
wh_main_grn_boss_1	wh_main_grn_boss_2
wh_main_grn_boss_2	wh_main_grn_boss_3
wh_main_grn_dwf_outpostnorsca_ruin_major_coast	wh_main_dwf_outpostnorsca_major_1_coast
wh_main_grn_dwf_outpostnorsca_ruin_major	wh_main_dwf_outpostnorsca_major_1
wh_main_grn_dwf_outpostnorsca_ruin_minor_coast	wh_main_dwf_outpostnorsca_minor_1_coast
wh_main_grn_dwf_outpostnorsca_ruin_minor	wh_main_dwf_outpostnorsca_minor_1
wh_main_grn_dwf_port_ruin	wh_main_dwf_port_1
wh_main_grn_dwf_settlement_ruin_major_coast	wh_main_dwf_settlement_major_1_coast
wh_main_grn_dwf_settlement_ruin_major	wh_main_dwf_settlement_major_1
wh_main_grn_dwf_settlement_ruin_minor_coast	wh_main_dwf_settlement_minor_1_coast
wh_main_grn_dwf_settlement_ruin_minor	wh_main_dwf_settlement_minor_1
wh_main_grn_farm_1	wh_main_grn_farm_2
wh_main_grn_farm_2	wh_main_grn_farm_3
wh_main_grn_forest_beasts_1	wh_main_grn_forest_beasts_2
wh_main_grn_forest_beasts_2	wh_main_grn_forest_beasts_3
wh_main_grn_garrison_1	wh_main_grn_garrison_2
wh_main_grn_industry_1	wh_main_grn_industry_2
wh_main_grn_industry_2	wh_main_grn_industry_3
wh_main_grn_military_1	wh_main_grn_military_2
wh_main_grn_military_2	wh_main_grn_military_3
wh_main_grn_military_3	wh_main_grn_military_4
wh_main_grn_monsters_1	wh_main_grn_monsters_2
wh_main_grn_outpostnorsca_major_1_coast_skarsnik	wh_main_grn_outpostnorsca_major_2_coast_skarsnik
wh_main_grn_outpostnorsca_major_1_coast_wurrzag	wh_main_grn_outpostnorsca_major_2_coast_wurrzag
wh_main_grn_outpostnorsca_major_1_coast	wh_main_grn_outpostnorsca_major_2_coast
wh_main_grn_outpostnorsca_major_1_skarsnik	wh_main_grn_outpostnorsca_major_2_skarsnik
wh_main_grn_outpostnorsca_major_1_wurrzag	wh_main_grn_outpostnorsca_major_2_wurrzag
wh_main_grn_outpostnorsca_major_1	wh_main_grn_outpostnorsca_major_2
wh_main_grn_outpostnorsca_major_2_coast_skarsnik	wh_main_grn_outpostnorsca_major_3_coast_skarsnik
wh_main_grn_outpostnorsca_major_2_coast_wurrzag	wh_main_grn_outpostnorsca_major_3_coast_wurrzag
wh_main_grn_outpostnorsca_major_2_coast	wh_main_grn_outpostnorsca_major_3_coast
wh_main_grn_outpostnorsca_major_2_skarsnik	wh_main_grn_outpostnorsca_major_3_skarsnik
wh_main_grn_outpostnorsca_major_2_wurrzag	wh_main_grn_outpostnorsca_major_3_wurrzag
wh_main_grn_outpostnorsca_major_2	wh_main_grn_outpostnorsca_major_3
wh_main_grn_outpostnorsca_major_3_coast_skarsnik	wh_main_grn_outpostnorsca_major_4_coast_skarsnik
wh_main_grn_outpostnorsca_major_3_coast_wurrzag	wh_main_grn_outpostnorsca_major_4_coast_wurrzag
wh_main_grn_outpostnorsca_major_3_coast	wh_main_grn_outpostnorsca_major_4_coast
wh_main_grn_outpostnorsca_major_3_skarsnik	wh_main_grn_outpostnorsca_major_4_skarsnik
wh_main_grn_outpostnorsca_major_3_wurrzag	wh_main_grn_outpostnorsca_major_4_wurrzag
wh_main_grn_outpostnorsca_major_3	wh_main_grn_outpostnorsca_major_4
wh_main_grn_outpostnorsca_major_4_coast_skarsnik	wh_main_grn_outpostnorsca_major_5_coast_skarsnik
wh_main_grn_outpostnorsca_major_4_coast_wurrzag	wh_main_grn_outpostnorsca_major_5_coast_wurrzag
wh_main_grn_outpostnorsca_major_4_coast	wh_main_grn_outpostnorsca_major_5_coast
wh_main_grn_outpostnorsca_major_4_skarsnik	wh_main_grn_outpostnorsca_major_5_skarsnik
wh_main_grn_outpostnorsca_major_4_wurrzag	wh_main_grn_outpostnorsca_major_5_wurrzag
wh_main_grn_outpostnorsca_major_4	wh_main_grn_outpostnorsca_major_5
wh_main_grn_outpostnorsca_minor_1_coast_skarsnik	wh_main_grn_outpostnorsca_minor_2_coast_skarsnik
wh_main_grn_outpostnorsca_minor_1_coast_wurrzag	wh_main_grn_outpostnorsca_minor_2_coast_wurrzag
wh_main_grn_outpostnorsca_minor_1_coast	wh_main_grn_outpostnorsca_minor_2_coast
wh_main_grn_outpostnorsca_minor_1_skarsnik	wh_main_grn_outpostnorsca_minor_2_skarsnik
wh_main_grn_outpostnorsca_minor_1_wurrzag	wh_main_grn_outpostnorsca_minor_2_wurrzag
wh_main_grn_outpostnorsca_minor_1	wh_main_grn_outpostnorsca_minor_2
wh_main_grn_outpostnorsca_minor_2_coast_skarsnik	wh_main_grn_outpostnorsca_minor_3_coast_skarsnik
wh_main_grn_outpostnorsca_minor_2_coast_wurrzag	wh_main_grn_outpostnorsca_minor_3_coast_wurrzag
wh_main_grn_outpostnorsca_minor_2_coast	wh_main_grn_outpostnorsca_minor_3_coast
wh_main_grn_outpostnorsca_minor_2_skarsnik	wh_main_grn_outpostnorsca_minor_3_skarsnik
wh_main_grn_outpostnorsca_minor_2_wurrzag	wh_main_grn_outpostnorsca_minor_3_wurrzag
wh_main_grn_outpostnorsca_minor_2	wh_main_grn_outpostnorsca_minor_3
wh_main_grn_outpostnorsca_ruin_major_coast_skarsnik	wh_main_grn_outpostnorsca_major_1_coast_skarsnik
wh_main_grn_outpostnorsca_ruin_major_coast_wurrzag	wh_main_grn_outpostnorsca_major_1_coast_wurrzag
wh_main_grn_outpostnorsca_ruin_major_coast	wh_main_grn_outpostnorsca_major_1_coast
wh_main_grn_outpostnorsca_ruin_major_skarsnik	wh_main_grn_outpostnorsca_major_1_skarsnik
wh_main_grn_outpostnorsca_ruin_major_wurrzag	wh_main_grn_outpostnorsca_major_1_wurrzag
wh_main_grn_outpostnorsca_ruin_major	wh_main_grn_outpostnorsca_major_1
wh_main_grn_outpostnorsca_ruin_minor_coast_skarsnik	wh_main_grn_outpostnorsca_minor_1_coast_skarsnik
wh_main_grn_outpostnorsca_ruin_minor_coast_wurrzag	wh_main_grn_outpostnorsca_minor_1_coast_wurrzag
wh_main_grn_outpostnorsca_ruin_minor_coast	wh_main_grn_outpostnorsca_minor_1_coast
wh_main_grn_outpostnorsca_ruin_minor_skarsnik	wh_main_grn_outpostnorsca_minor_1_skarsnik
wh_main_grn_outpostnorsca_ruin_minor_wurrzag	wh_main_grn_outpostnorsca_minor_1_wurrzag
wh_main_grn_outpostnorsca_ruin_minor	wh_main_grn_outpostnorsca_minor_1
wh_main_grn_port_1	wh_main_grn_port_2
wh_main_grn_port_2	wh_main_grn_port_3
wh_main_grn_port_ruin	wh_main_grn_port_1
wh_main_grn_resource_gems_1	wh_main_grn_resource_gems_2
wh_main_grn_resource_gems_2	wh_main_grn_resource_gems_3
wh_main_grn_resource_gold_1	wh_main_grn_resource_gold_2
wh_main_grn_resource_gold_2	wh_main_grn_resource_gold_3
wh_main_grn_settlement_major_1_coast_skarsnik	wh_main_grn_settlement_major_2_coast_skarsnik
wh_main_grn_settlement_major_1_coast_wurrzag	wh_main_grn_settlement_major_2_coast_wurrzag
wh_main_grn_settlement_major_1_coast	wh_main_grn_settlement_major_2_coast
wh_main_grn_settlement_major_1_skarsnik	wh_main_grn_settlement_major_2_skarsnik
wh_main_grn_settlement_major_1_wurrzag	wh_main_grn_settlement_major_2_wurrzag
wh_main_grn_settlement_major_1	wh_main_grn_settlement_major_2
wh_main_grn_settlement_major_2_coast_skarsnik	wh_main_grn_settlement_major_3_coast_skarsnik
wh_main_grn_settlement_major_2_coast_wurrzag	wh_main_grn_settlement_major_3_coast_wurrzag
wh_main_grn_settlement_major_2_coast	wh_main_grn_settlement_major_3_coast
wh_main_grn_settlement_major_2_skarsnik	wh_main_grn_settlement_major_3_skarsnik
wh_main_grn_settlement_major_2_wurrzag	wh_main_grn_settlement_major_3_wurrzag
wh_main_grn_settlement_major_2	wh_main_grn_settlement_major_3
wh_main_grn_settlement_major_3_coast_skarsnik	wh_main_grn_settlement_major_4_coast_skarsnik
wh_main_grn_settlement_major_3_coast_wurrzag	wh_main_grn_settlement_major_4_coast_wurrzag
wh_main_grn_settlement_major_3_coast	wh_main_grn_settlement_major_4_coast
wh_main_grn_settlement_major_3_skarsnik	wh_main_grn_settlement_major_4_skarsnik
wh_main_grn_settlement_major_3_wurrzag	wh_main_grn_settlement_major_4_wurrzag
wh_main_grn_settlement_major_3	wh_main_grn_settlement_major_4
wh_main_grn_settlement_major_4_coast_skarsnik	wh_main_grn_settlement_major_5_coast_skarsnik
wh_main_grn_settlement_major_4_coast_wurrzag	wh_main_grn_settlement_major_5_coast_wurrzag
wh_main_grn_settlement_major_4_coast	wh_main_grn_settlement_major_5_coast
wh_main_grn_settlement_major_4_skarsnik	wh_main_grn_settlement_major_5_skarsnik
wh_main_grn_settlement_major_4_wurrzag	wh_main_grn_settlement_major_5_wurrzag
wh_main_grn_settlement_major_4	wh_main_grn_settlement_major_5
wh_main_grn_settlement_minor_1_coast_skarsnik	wh_main_grn_settlement_minor_2_coast_skarsnik
wh_main_grn_settlement_minor_1_coast_wurrzag	wh_main_grn_settlement_minor_2_coast_wurrzag
wh_main_grn_settlement_minor_1_coast	wh_main_grn_settlement_minor_2_coast
wh_main_grn_settlement_minor_1_skarsnik	wh_main_grn_settlement_minor_2_skarsnik
wh_main_grn_settlement_minor_1_wurrzag	wh_main_grn_settlement_minor_2_wurrzag
wh_main_grn_settlement_minor_1	wh_main_grn_settlement_minor_2
wh_main_grn_settlement_minor_2_coast_skarsnik	wh_main_grn_settlement_minor_3_coast_skarsnik
wh_main_grn_settlement_minor_2_coast_wurrzag	wh_main_grn_settlement_minor_3_coast_wurrzag
wh_main_grn_settlement_minor_2_coast	wh_main_grn_settlement_minor_3_coast
wh_main_grn_settlement_minor_2_skarsnik	wh_main_grn_settlement_minor_3_skarsnik
wh_main_grn_settlement_minor_2_wurrzag	wh_main_grn_settlement_minor_3_wurrzag
wh_main_grn_settlement_minor_2	wh_main_grn_settlement_minor_3
wh_main_grn_settlement_ruin_major_coast_skarsnik	wh_main_grn_settlement_major_1_coast_skarsnik
wh_main_grn_settlement_ruin_major_coast_wurrzag	wh_main_grn_settlement_major_1_coast_wurrzag
wh_main_grn_settlement_ruin_major_coast	wh_main_grn_settlement_major_1_coast
wh_main_grn_settlement_ruin_major_skarsnik	wh_main_grn_settlement_major_1_skarsnik
wh_main_grn_settlement_ruin_major_wurrzag	wh_main_grn_settlement_major_1_wurrzag
wh_main_grn_settlement_ruin_major	wh_main_grn_settlement_major_1
wh_main_grn_settlement_ruin_minor_coast_skarsnik	wh_main_grn_settlement_minor_1_coast_skarsnik
wh_main_grn_settlement_ruin_minor_coast_wurrzag	wh_main_grn_settlement_minor_1_coast_wurrzag
wh_main_grn_settlement_ruin_minor_coast	wh_main_grn_settlement_minor_1_coast
wh_main_grn_settlement_ruin_minor_skarsnik	wh_main_grn_settlement_minor_1_skarsnik
wh_main_grn_settlement_ruin_minor_wurrzag	wh_main_grn_settlement_minor_1_wurrzag
wh_main_grn_settlement_ruin_minor	wh_main_grn_settlement_minor_1
wh_main_grn_shaman_1	wh_main_grn_shaman_2
wh_main_grn_walls_1	wh_main_grn_walls_2
wh_main_grn_walls_2	wh_main_grn_walls_3
wh_main_grn_workshop_1	wh_main_grn_workshop_2
wh_main_horde_chaos_dragon_ogres_1	wh_main_horde_chaos_dragon_ogres_2
wh_main_horde_chaos_forge_1	wh_main_horde_chaos_forge_2
wh_main_horde_chaos_knights_1	wh_main_horde_chaos_knights_2
wh_main_horde_chaos_magic_1	wh_main_horde_chaos_magic_2
wh_main_horde_chaos_marauders_1	wh_main_horde_chaos_marauders_2
wh_main_horde_chaos_marauders_2	wh_main_horde_chaos_marauders_3
wh_main_horde_chaos_settlement_1	wh_main_horde_chaos_settlement_2
wh_main_horde_chaos_settlement_2	wh_main_horde_chaos_settlement_3
wh_main_horde_chaos_settlement_3	wh_main_horde_chaos_settlement_4
wh_main_horde_chaos_settlement_4	wh_main_horde_chaos_settlement_5
wh_main_horde_chaos_warriors_1	wh_main_horde_chaos_warriors_2
wh_main_horde_chaos_warriors_2	wh_main_horde_chaos_warriors_3
wh_main_horde_chaos_weapons_1	wh_main_horde_chaos_weapons_2
wh_main_horde_savage_farm_1	wh_main_horde_savage_farm_2
wh_main_horde_savage_farm_2	wh_main_horde_savage_farm_3
wh_main_horde_savage_industry_1	wh_main_horde_savage_industry_2
wh_main_horde_savage_industry_2	wh_main_horde_savage_industry_3
wh_main_horde_savage_military_1	wh_main_horde_savage_military_2
wh_main_horde_savage_military_2	wh_main_horde_savage_military_3
wh_main_horde_savage_settlement_1	wh_main_horde_savage_settlement_2
wh_main_horde_savage_settlement_2	wh_main_horde_savage_settlement_3
wh_main_human_port_ruin	wh_main_emp_port_1
wh_main_kislev_worship_1	wh_main_kislev_worship_2
wh_main_ksl_port_1	wh_main_ksl_port_2
wh_main_ksl_port_2	wh_main_ksl_port_3
wh_main_ksl_port_ruin	wh_main_ksl_port_1
wh_main_ksl_walls_1	wh_main_ksl_walls_2
wh_main_ksl_walls_2	wh_main_ksl_walls_3
wh_main_middenheim_worship_1	wh_main_middenheim_worship_2
wh_main_nor_garrison_1	wh_main_nor_garrison_2
wh_main_nor_military_1	wh_main_nor_military_2
wh_main_nor_military_2	wh_main_nor_military_3
wh_main_nor_outpost_major_human_1_coast	wh_main_nor_outpost_major_human_2_coast
wh_main_nor_outpost_major_human_1	wh_main_nor_outpost_major_human_2
wh_main_nor_outpost_major_human_2_coast	wh_main_nor_outpost_major_human_3_coast
wh_main_nor_outpost_major_human_2	wh_main_nor_outpost_major_human_3
wh_main_nor_outpost_major_human_ruin_coast	wh_main_nor_outpost_major_human_1_coast
wh_main_nor_outpost_major_human_ruin	wh_main_nor_outpost_major_human_1
wh_main_nor_outpost_minor_human_1_coast	wh_main_nor_outpost_minor_human_2_coast
wh_main_nor_outpost_minor_human_1	wh_main_nor_outpost_minor_human_2
wh_main_nor_outpost_minor_human_2_coast	wh_main_nor_outpost_minor_human_3_coast
wh_main_nor_outpost_minor_human_2	wh_main_nor_outpost_minor_human_3
wh_main_nor_outpost_minor_human_ruin_coast	wh_main_nor_outpost_minor_human_1_coast
wh_main_nor_outpost_minor_human_ruin	wh_main_nor_outpost_minor_human_1
wh_main_nor_port_ruin	wh_main_nor_port
wh_main_nor_settlement_major_1_coast	wh_main_nor_settlement_major_2_coast
wh_main_nor_settlement_major_1	wh_main_nor_settlement_major_2
wh_main_nor_settlement_major_2_coast	wh_main_nor_settlement_major_3_coast
wh_main_nor_settlement_major_2	wh_main_nor_settlement_major_3
wh_main_nor_settlement_major_3_coast	wh_main_nor_settlement_major_4_coast
wh_main_nor_settlement_major_3	wh_main_nor_settlement_major_4
wh_main_nor_settlement_major_4_coast	wh_main_nor_settlement_major_5_coast
wh_main_nor_settlement_major_4	wh_main_nor_settlement_major_5
wh_main_nor_settlement_major_coast_ruin	wh_main_nor_settlement_major_1_coast
wh_main_nor_settlement_major_ruin	wh_main_nor_settlement_major_1
wh_main_nor_settlement_minor_1_coast	wh_main_nor_settlement_minor_2_coast
wh_main_nor_settlement_minor_1	wh_main_nor_settlement_minor_2
wh_main_nor_settlement_minor_2_coast	wh_main_nor_settlement_minor_3_coast
wh_main_nor_settlement_minor_2	wh_main_nor_settlement_minor_3
wh_main_nor_settlement_minor_coast_ruin	wh_main_nor_settlement_minor_1_coast
wh_main_nor_settlement_minor_ruin	wh_main_nor_settlement_minor_1
wh_main_nor_stables_1	wh_main_nor_stables_2
wh_main_nor_worship_1	wh_main_nor_worship_2
wh_main_outpostnorsca_major_ruin_coast	wh_main_emp_outpostnorsca_major_1_coast
wh_main_outpostnorsca_major_ruin	wh_main_emp_outpostnorsca_major_1
wh_main_outpostnorsca_minor_ruin_coast	wh_main_emp_outpostnorsca_minor_1_coast
wh_main_outpostnorsca_minor_ruin	wh_main_emp_outpostnorsca_minor_1
wh_main_savage_boss_1	wh_main_savage_boss_2
wh_main_savage_garrison_1	wh_main_savage_garrison_2
wh_main_savage_military_1	wh_main_savage_military_2
wh_main_savage_military_2	wh_main_savage_military_3
wh_main_savage_outpostnorsca_major_1_coast	wh_main_savage_outpostnorsca_major_2_coast
wh_main_savage_outpostnorsca_major_1	wh_main_savage_outpostnorsca_major_2
wh_main_savage_outpostnorsca_major_2_coast	wh_main_savage_outpostnorsca_major_3_coast
wh_main_savage_outpostnorsca_major_2	wh_main_savage_outpostnorsca_major_3
wh_main_savage_outpostnorsca_minor_1_coast	wh_main_savage_outpostnorsca_minor_2_coast
wh_main_savage_outpostnorsca_minor_1	wh_main_savage_outpostnorsca_minor_2
wh_main_savage_outpostnorsca_minor_2_coast	wh_main_savage_outpostnorsca_minor_3_coast
wh_main_savage_outpostnorsca_minor_2	wh_main_savage_outpostnorsca_minor_3
wh_main_savage_outpostnorsca_ruin_major_coast	wh_main_savage_outpostnorsca_major_1_coast
wh_main_savage_outpostnorsca_ruin_major	wh_main_savage_outpostnorsca_major_1
wh_main_savage_outpostnorsca_ruin_minor_coast	wh_main_savage_outpostnorsca_minor_1_coast
wh_main_savage_outpostnorsca_ruin_minor	wh_main_savage_outpostnorsca_minor_1
wh_main_savage_settlement_major_1_coast	wh_main_savage_settlement_major_2_coast
wh_main_savage_settlement_major_1	wh_main_savage_settlement_major_2
wh_main_savage_settlement_major_2_coast	wh_main_savage_settlement_major_3_coast
wh_main_savage_settlement_major_2	wh_main_savage_settlement_major_3
wh_main_savage_settlement_minor_1_coast	wh_main_savage_settlement_minor_2_coast
wh_main_savage_settlement_minor_1	wh_main_savage_settlement_minor_2
wh_main_savage_settlement_minor_2_coast	wh_main_savage_settlement_minor_3_coast
wh_main_savage_settlement_minor_2	wh_main_savage_settlement_minor_3
wh_main_savage_settlement_ruin_major_coast	wh_main_savage_settlement_major_1_coast
wh_main_savage_settlement_ruin_major	wh_main_savage_settlement_major_1
wh_main_savage_settlement_ruin_minor_coast	wh_main_savage_settlement_minor_1_coast
wh_main_savage_settlement_ruin_minor	wh_main_savage_settlement_minor_1
wh_main_settlement_major_ruin_coast	wh_main_emp_settlement_major_1_coast
wh_main_settlement_major_ruin	wh_main_emp_settlement_major_1
wh_main_settlement_minor_ruin_coast	wh_main_emp_settlement_minor_1_coast
wh_main_settlement_minor_ruin	wh_main_emp_settlement_minor_1
wh_main_special_bordeleaux_vineyards_1	wh_main_special_bordeleaux_vineyards_2
wh_main_special_bordeleaux_vineyards_2	wh_main_special_bordeleaux_vineyards_3
wh_main_special_bordeleaux_vineyards_3	wh_main_special_bordeleaux_vineyards_4
wh_main_special_conclave_of_magic_vampires	wh_main_special_college_of_magic_vampires
wh_main_special_conclave_of_magic	wh_main_special_college_of_magic
wh_main_special_erengrad_port_1	wh_main_special_erengrad_port_2
wh_main_special_erengrad_port_2	wh_main_special_erengrad_port_3
wh_main_special_erengrad_port_ruin	wh_main_special_erengrad_port_1
wh_main_special_marienburg_port_1	wh_main_special_marienburg_port_2
wh_main_special_marienburg_port_2	wh_main_special_marienburg_port_3
wh_main_special_marienburg_port_ruin	wh_main_special_marienburg_port_1
wh_main_special_nuln_cannon_foundry	wh_main_special_nuln_gunnery_school
wh_main_special_savage_orc_camp_1	wh_main_special_savage_orc_camp_2
wh_main_special_savage_orc_camp_2	wh_main_special_savage_orc_camp_3
wh_main_special_settlement_altdorf_1_brt	wh_main_special_settlement_altdorf_2_brt
wh_main_special_settlement_altdorf_1_emp	wh_main_special_settlement_altdorf_2_emp
wh_main_special_settlement_altdorf_1_vmp	wh_main_special_settlement_altdorf_2_vmp
wh_main_special_settlement_altdorf_2_brt	wh_main_special_settlement_altdorf_3_brt
wh_main_special_settlement_altdorf_2_emp	wh_main_special_settlement_altdorf_3_emp
wh_main_special_settlement_altdorf_2_vmp	wh_main_special_settlement_altdorf_3_vmp
wh_main_special_settlement_altdorf_3_brt	wh_main_special_settlement_altdorf_4_brt
wh_main_special_settlement_altdorf_3_emp	wh_main_special_settlement_altdorf_4_emp
wh_main_special_settlement_altdorf_3_vmp	wh_main_special_settlement_altdorf_4_vmp
wh_main_special_settlement_altdorf_4_brt	wh_main_special_settlement_altdorf_5_brt
wh_main_special_settlement_altdorf_4_emp	wh_main_special_settlement_altdorf_5_emp
wh_main_special_settlement_altdorf_4_vmp	wh_main_special_settlement_altdorf_5_vmp
wh_main_special_settlement_altdorf_ruin_brt	wh_main_special_settlement_altdorf_1_brt
wh_main_special_settlement_altdorf_ruin_vmp	wh_main_special_settlement_altdorf_1_vmp
wh_main_special_settlement_altdorf_ruin	wh_main_special_settlement_altdorf_1_emp
wh_main_special_settlement_black_crag_1_dwf	wh_main_special_settlement_black_crag_2_dwf
wh_main_special_settlement_black_crag_1_grn	wh_main_special_settlement_black_crag_2_grn
wh_main_special_settlement_black_crag_1_norsca	wh_main_special_settlement_black_crag_2_norsca
wh_main_special_settlement_black_crag_1_savage	wh_main_special_settlement_black_crag_2_savage
wh_main_special_settlement_black_crag_2_dwf	wh_main_special_settlement_black_crag_3_dwf
wh_main_special_settlement_black_crag_2_grn	wh_main_special_settlement_black_crag_3_grn
wh_main_special_settlement_black_crag_2_norsca	wh_main_special_settlement_black_crag_3_norsca
wh_main_special_settlement_black_crag_2_savage	wh_main_special_settlement_black_crag_3_savage
wh_main_special_settlement_black_crag_3_dwf	wh_main_special_settlement_black_crag_4_dwf
wh_main_special_settlement_black_crag_3_grn	wh_main_special_settlement_black_crag_4_grn
wh_main_special_settlement_black_crag_4_dwf	wh_main_special_settlement_black_crag_5_dwf
wh_main_special_settlement_black_crag_4_grn	wh_main_special_settlement_black_crag_5_grn
wh_main_special_settlement_black_crag_dwf_ruin	wh_main_special_settlement_black_crag_1_dwf
wh_main_special_settlement_black_crag_grn_ruin	wh_main_special_settlement_black_crag_1_grn
wh_main_special_settlement_black_crag_norsca_ruin	wh_main_special_settlement_black_crag_1_norsca
wh_main_special_settlement_black_crag_savage_ruin	wh_main_special_settlement_black_crag_1_savage
wh_main_special_settlement_castle_drakenhof_1_brt	wh_main_special_settlement_castle_drakenhof_2_brt
wh_main_special_settlement_castle_drakenhof_1_emp	wh_main_special_settlement_castle_drakenhof_2_emp
wh_main_special_settlement_castle_drakenhof_1_vmp	wh_main_special_settlement_castle_drakenhof_2_vmp
wh_main_special_settlement_castle_drakenhof_2_brt	wh_main_special_settlement_castle_drakenhof_3_brt
wh_main_special_settlement_castle_drakenhof_2_emp	wh_main_special_settlement_castle_drakenhof_3_emp
wh_main_special_settlement_castle_drakenhof_2_vmp	wh_main_special_settlement_castle_drakenhof_3_vmp
wh_main_special_settlement_castle_drakenhof_3_brt	wh_main_special_settlement_castle_drakenhof_4_brt
wh_main_special_settlement_castle_drakenhof_3_emp	wh_main_special_settlement_castle_drakenhof_4_emp
wh_main_special_settlement_castle_drakenhof_3_vmp	wh_main_special_settlement_castle_drakenhof_4_vmp
wh_main_special_settlement_castle_drakenhof_4_brt	wh_main_special_settlement_castle_drakenhof_5_brt
wh_main_special_settlement_castle_drakenhof_4_emp	wh_main_special_settlement_castle_drakenhof_5_emp
wh_main_special_settlement_castle_drakenhof_4_vmp	wh_main_special_settlement_castle_drakenhof_5_vmp
wh_main_special_settlement_castle_drakenhof_ruin_brt	wh_main_special_settlement_castle_drakenhof_1_brt
wh_main_special_settlement_castle_drakenhof_ruin_emp	wh_main_special_settlement_castle_drakenhof_1_emp
wh_main_special_settlement_castle_drakenhof_ruin	wh_main_special_settlement_castle_drakenhof_1_vmp
wh_main_special_settlement_couronne_1_brt	wh_main_special_settlement_couronne_2_brt
wh_main_special_settlement_couronne_1_emp	wh_main_special_settlement_couronne_2_emp
wh_main_special_settlement_couronne_1_vmp	wh_main_special_settlement_couronne_2_vmp
wh_main_special_settlement_couronne_2_brt	wh_main_special_settlement_couronne_3_brt
wh_main_special_settlement_couronne_2_emp	wh_main_special_settlement_couronne_3_emp
wh_main_special_settlement_couronne_2_vmp	wh_main_special_settlement_couronne_3_vmp
wh_main_special_settlement_couronne_3_brt	wh_main_special_settlement_couronne_4_brt
wh_main_special_settlement_couronne_3_emp	wh_main_special_settlement_couronne_4_emp
wh_main_special_settlement_couronne_3_vmp	wh_main_special_settlement_couronne_4_vmp
wh_main_special_settlement_couronne_4_brt	wh_main_special_settlement_couronne_5_brt
