Changes between .\build_effects_base.tsv (old) and .\new_build_effects.tsv (new)
Entry	Column	Old Value	New Value
EK:  wh2_main_special_settlement_altdorf_lzd_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_lzd_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_miragliano_3_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_miragliano_3_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_settlement_minor_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_settlement_minor_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_1_coast_wurrzag  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_1_coast_wurrzag', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_def_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_def_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_castle_drakenhof_2_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_castle_drakenhof_2_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_outpostnorsca_major_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_outpostnorsca_major_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_outpost_recruitment_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_outpost_recruitment_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_skavenblight_other_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_skavenblight_other_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_1_savage  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_1_savage', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_skv_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_skv_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_couronne_4_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_couronne_4_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_major_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_major_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_dwf_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_dwf_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_savage_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_savage_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_brt_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_brt_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_major_4_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_major_4_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_def_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_def_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_1_coast_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_1_coast_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_special_settlement_miragliano_1_wef  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_special_settlement_miragliano_1_wef', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_smith_2  TO  wh_main_effect_unit_recruitment_points	value	1	2
EK:  wh2_main_special_settlement_itza_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_5_coast_wurrzag  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_5_coast_wurrzag', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_skv_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_skv_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_brt_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_brt_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_hef_outpostnorsca_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_hef_outpostnorsca_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_1_ksl  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_1_ksl', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_special_settlement_kislev_1_wef  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_special_settlement_kislev_1_wef', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_other_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_other_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_grn_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_grn_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_hef_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_hef_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_grn_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_grn_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_outpost_major_norsca_coast_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_outpost_major_norsca_coast_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_vmp_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_vmp_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_brt_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_brt_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_altdorf_dwf_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_dwf_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_altdorf_skv_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_skv_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_brt_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_brt_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_itza_other_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_other_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_smiths_2  TO  wh_main_effect_unit_recruitment_points	value	1	3
EK:  wh_main_special_settlement_miragliano_5_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_miragliano_5_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_brt_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_brt_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_karaz_a_karak_lzd_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_karaz_a_karak_lzd_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_major_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_major_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_outpostnorsca_minor_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_outpostnorsca_minor_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_outpostnorsca_major_coast_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_outpostnorsca_major_coast_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_outpostnorsca_major_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_outpostnorsca_major_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_norsca_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_norsca_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_outpostnorsca_major_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_outpostnorsca_major_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_nor_settlement_major_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_nor_settlement_major_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_grn_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_grn_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_outpostnorsca_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_outpostnorsca_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
