effect_bundles_tables
1
key	localised_description	localised_title	ui_icon	bundle_target
wh2_main_ritual_vortex_1_hef	{{tr:wh2_main_ritual_vortex_1_hef_description}}	{{tr:wh2_main_ritual_vortex_1_hef}} Completed	vortex_hef_1.png	faction
wh2_main_ritual_vortex_1_hef_start	{{tr:wh2_main_ritual_vortex_1_hef_description}}	{{tr:wh2_main_ritual_vortex_1_hef}} in Progress	vortex_hef_1.png	faction
wh2_main_ritual_vortex_1_lzd	{{tr:wh2_main_ritual_vortex_1_lzd_description}}	{{tr:wh2_main_ritual_vortex_1_lzd}} Completed	vortex_lzd_1.png	faction
wh2_main_ritual_vortex_1_lzd_start	{{tr:wh2_main_ritual_vortex_1_lzd_description}}	{{tr:wh2_main_ritual_vortex_1_lzd}} in Progress	vortex_lzd_1.png	faction
wh2_main_ritual_vortex_1_skv	{{tr:wh2_main_ritual_vortex_1_skv_description}}	{{tr:wh2_main_ritual_vortex_1_skv}} Completed	vortex_skv_1.png	faction
wh2_main_ritual_vortex_1_skv_start	{{tr:wh2_main_ritual_vortex_1_skv_description}}	{{tr:wh2_main_ritual_vortex_1_skv}} in Progress	vortex_skv_1.png	faction
wh2_main_ritual_vortex_2_def	{{tr:wh2_main_ritual_vortex_2_def_description}}	{{tr:wh2_main_ritual_vortex_2_def}} Completed	vortex_def_2.png	faction
wh2_main_ritual_vortex_2_def_start	{{tr:wh2_main_ritual_vortex_2_def_description}}	{{tr:wh2_main_ritual_vortex_2_def}} in Progress	vortex_def_2.png	faction
wh2_main_ritual_vortex_2_hef	{{tr:wh2_main_ritual_vortex_2_hef_description}}	{{tr:wh2_main_ritual_vortex_2_hef}} Completed	vortex_hef_2.png	faction
wh2_main_ritual_vortex_2_hef_start	{{tr:wh2_main_ritual_vortex_2_hef_description}}	{{tr:wh2_main_ritual_vortex_2_hef}} in Progress	vortex_hef_2.png	faction
wh2_main_ritual_vortex_2_lzd	{{tr:wh2_main_ritual_vortex_2_lzd_description}}	{{tr:wh2_main_ritual_vortex_2_lzd}} Completed	vortex_lzd_2.png	faction
wh2_main_ritual_vortex_2_lzd_start	{{tr:wh2_main_ritual_vortex_2_lzd_description}}	{{tr:wh2_main_ritual_vortex_2_lzd}} in Progress	vortex_lzd_2.png	faction
wh2_main_ritual_vortex_2_skv	{{tr:wh2_main_ritual_vortex_2_skv_description}}	{{tr:wh2_main_ritual_vortex_2_skv}} Completed	vortex_skv_2.png	faction
wh2_main_ritual_vortex_2_skv_start	{{tr:wh2_main_ritual_vortex_2_skv_description}}	{{tr:wh2_main_ritual_vortex_2_skv}} in Progress	vortex_skv_2.png	faction
wh2_main_ritual_vortex_3_def	{{tr:wh2_main_ritual_vortex_3_def_description}}	{{tr:wh2_main_ritual_vortex_3_def}} Completed	vortex_def_3.png	faction
wh2_main_ritual_vortex_3_def_start	{{tr:wh2_main_ritual_vortex_3_def_description}}	{{tr:wh2_main_ritual_vortex_3_def}} in Progress	vortex_def_3.png	faction
wh2_main_ritual_vortex_3_hef	{{tr:wh2_main_ritual_vortex_3_hef_description}}	{{tr:wh2_main_ritual_vortex_3_hef}} Completed	vortex_hef_3.png	faction
wh2_main_ritual_vortex_3_hef_start	{{tr:wh2_main_ritual_vortex_3_hef_description}}	{{tr:wh2_main_ritual_vortex_3_hef}} in Progress	vortex_hef_3.png	faction
wh2_main_ritual_vortex_3_lzd	{{tr:wh2_main_ritual_vortex_3_lzd_description}}	{{tr:wh2_main_ritual_vortex_3_lzd}} Completed	vortex_lzd_3.png	faction
wh2_main_ritual_vortex_3_lzd_start	{{tr:wh2_main_ritual_vortex_3_lzd_description}}	{{tr:wh2_main_ritual_vortex_3_lzd}} in Progress	vortex_lzd_3.png	faction
wh2_main_ritual_vortex_3_skv	{{tr:wh2_main_ritual_vortex_3_skv_description}}	{{tr:wh2_main_ritual_vortex_3_skv}} Completed	vortex_skv_3.png	faction
wh2_main_ritual_vortex_3_skv_start	{{tr:wh2_main_ritual_vortex_3_skv_description}}	{{tr:wh2_main_ritual_vortex_3_skv}} in Progress	vortex_skv_3.png	faction
wh2_main_ritual_vortex_4_def	{{tr:wh2_main_ritual_vortex_4_def_description}}	{{tr:wh2_main_ritual_vortex_4_def}} Completed	vortex_def_4.png	faction
wh2_main_ritual_vortex_4_def_start	{{tr:wh2_main_ritual_vortex_4_def_description}}	{{tr:wh2_main_ritual_vortex_4_def}} in Progress	vortex_def_4.png	faction
wh2_main_ritual_vortex_4_hef	{{tr:wh2_main_ritual_vortex_4_hef_description}}	{{tr:wh2_main_ritual_vortex_4_hef}} Completed	vortex_hef_4.png	faction
wh2_main_ritual_vortex_4_hef_start	{{tr:wh2_main_ritual_vortex_4_hef_description}}	{{tr:wh2_main_ritual_vortex_4_hef}} in Progress	vortex_hef_4.png	faction
wh2_main_ritual_vortex_4_lzd	{{tr:wh2_main_ritual_vortex_4_lzd_description}}	{{tr:wh2_main_ritual_vortex_4_lzd}} Completed	vortex_lzd_4.png	faction
wh2_main_ritual_vortex_4_lzd_start	{{tr:wh2_main_ritual_vortex_4_lzd_description}}	{{tr:wh2_main_ritual_vortex_4_lzd}} in Progress	vortex_lzd_4.png	faction
wh2_main_ritual_vortex_4_skv	{{tr:wh2_main_ritual_vortex_4_skv_description}}	{{tr:wh2_main_ritual_vortex_4_skv}} Completed	vortex_skv_4.png	faction
wh2_main_ritual_vortex_4_skv_start	{{tr:wh2_main_ritual_vortex_4_skv_description}}	{{tr:wh2_main_ritual_vortex_4_skv}} in Progress	vortex_skv_4.png	faction
wh2_main_ritual_vortex_5_def	{{tr:wh2_main_ritual_vortex_5_def_description}}	{{tr:wh2_main_ritual_vortex_5_def}} Completed	vortex_def_5.png	faction
wh2_main_ritual_vortex_5_def_start	{{tr:wh2_main_ritual_vortex_5_def_description}}	{{tr:wh2_main_ritual_vortex_5_def}} in Progress	vortex_def_5.png	faction
wh2_main_ritual_vortex_5_hef	{{tr:wh2_main_ritual_vortex_5_hef_description}}	{{tr:wh2_main_ritual_vortex_5_hef}} Completed	vortex_hef_5.png	faction
wh2_main_ritual_vortex_5_hef_start	{{tr:wh2_main_ritual_vortex_5_hef_description}}	{{tr:wh2_main_ritual_vortex_5_hef}} in Progress	vortex_hef_5.png	faction
wh2_main_ritual_vortex_5_lzd	{{tr:wh2_main_ritual_vortex_5_lzd_description}}	{{tr:wh2_main_ritual_vortex_5_lzd}} Completed	vortex_lzd_5.png	faction
wh2_main_ritual_vortex_5_lzd_start	{{tr:wh2_main_ritual_vortex_5_lzd_description}}	{{tr:wh2_main_ritual_vortex_5_lzd}} in Progress	vortex_lzd_5.png	faction
wh2_main_ritual_vortex_5_skv	{{tr:wh2_main_ritual_vortex_5_skv_description}}	{{tr:wh2_main_ritual_vortex_5_skv}} Completed	vortex_skv_5.png	faction
wh2_main_ritual_vortex_5_skv_start	{{tr:wh2_main_ritual_vortex_5_skv_description}}	{{tr:wh2_main_ritual_vortex_5_skv}} in Progress	vortex_skv_5.png	faction
wh2_main_ritual_vortex_public_order	The denizens rejoice at the recent completion of a ritual.	Ritual Completed	public_order.png	faction
wh2_main_vortex_victory_bumper_bundle	With your plans for the Great Vortex completed, the road to total domination is now clear.	Victors!	public_order.png	faction
wh2_main_vortex_victory_bumper_bundle_def	With your plans for the Great Vortex completed, the road to total domination is now clear.	Victors!	public_order.png	faction
wh2_main_vortex_victory_bumper_bundle_hef	With your plans for the Great Vortex completed, the road to total domination is now clear.	Victors!	public_order.png	faction
wh2_main_vortex_victory_bumper_bundle_lzd	With your plans for the Great Vortex completed, the road to total domination is now clear.	Victors!	public_order.png	faction
wh2_main_vortex_victory_bumper_bundle_skv	With your plans for the Great Vortex completed, the road to total domination is now clear.	Victors!	public_order.png	faction
wh2_occupation_decission_occupy	This army is currently subduing the local population and maintaining order. Its ranks will not replenish during the next turn.	Busy Occupying	replenishment.png	force
wh2_pooled_resource_skaven_food_average	There is a normal amount of [[img:icon_skaven_food]][[/img]]food available to the Skaven. The weak are starving and the strong are feasting - things are as they should be!	Normal Food Levels (41-60%)	skaven_food.png	faction
wh2_pooled_resource_skaven_food_plentiful	At the moment, there's plenty of [[img:icon_skaven_food]][[/img]]food to go around and as a result the Skaven are becoming more numerous by the day.	Plentiful Food (81-100%)	skaven_food.png	faction
wh2_pooled_resource_skaven_food_shortage	The Skaven's [[img:icon_skaven_food]][[/img]]food supplies are running low; those who aren't in a position to demand their share are going hungry.	Food Shortage (21-40%)	skaven_food.png	faction
wh2_pooled_resource_skaven_food_starvation	There's almost no [[img:icon_skaven_food]][[/img]]food to be found and the Skaven are in trouble: the masses are starving and the powerful are eating their underlings.	Starving for Food (0-20%)	skaven_food.png	faction
wh2_pooled_resource_skaven_food_surplus	There is currently more than enough [[img:icon_skaven_food]][[/img]]food for all Skaven to have their fill. For a change, even the poor among their number can afford to eat.	Surplus Food Supplies (61-80%)	skaven_food.png	faction
wh2_populace_happiness_content_hef	The populace is content.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}}: 25 to 50)	Content Populace	public_order_content.png	province
wh2_populace_happiness_happy_hef	The populace is happy.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}}: 50 to 75)	Happy Populace	public_order_happy.png	province
wh2_populace_happiness_indifferent_hef	The populace is indifferent.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}}: -25 to 25)	Indifferent Populace	public_order_indifferent.png	province
wh2_populace_happiness_jubilant_hef	The populace is jubilant.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} 75 to 100)	Jubilant Populace	public_order_jubilant.png	province
wh2_populace_happiness_outraged_hef	The populace is outraged.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} -75 to -100)	Outraged Populace	public_order_outraged.png	province
wh2_populace_happiness_troubled_hef	The populace is troubled.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}}: -25 to -50)	Troubled Populace	public_order_troubled.png	province
wh2_populace_happiness_unhappy_hef	The populace is unhappy.\n([[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}}: -50 to -75)	Unhappy Populace	public_order_unhappy.png	province
wh_dlc02_payload_all_charge_carnage	Many conflicts are won or lost on the strength of the first, vicious charge.	The Savage Blow	charge.png	force
wh_dlc02_payload_all_charge_carnage_dummy	Many conflicts are won or lost on the strength of the first, vicious charge.	The Savage Blow	charge.png	faction
wh_dlc02_payload_all_magic_carnage	The world yields to those who master the Winds of Magic.	The Winds of Pain	magic.png	force
